Year,Qtr,Area Type,St Name,Area,Ownership,Industry,Status Code,Establishment Count,April Employment,May Employment,June Employment,Total Quarterly Wages,Average Weekly Wage,Employment Location Quotient Relative to U.S.,Total Wage Location Quotient Relative to U.S.
2023,2,County,Illinois,"Pope County, Illinois",Private,1025 Education and health services,N,2,0,0,0,0,0,0.00,0.00
2023,2,County,Illinois,"Pope County, Illinois",Private,1026 Leisure and hospitality,,6,48,50,57,"229,474",342,0.78,0.86
2023,2,County,Illinois,"Pope County, Illinois",Private,1027 Other services,,7,11,14,15,"78,276",452,0.75,0.66
2023,2,County,Illinois,"Pulaski County, Illinois",Total Covered,"10 Total, all industries",,108,"1,185","1,182","1,222","12,727,864",818,1.00,1.00
2023,2,County,Illinois,"Pulaski County, Illinois",Federal Government,"10 Total, all industries",,10,43,46,47,"823,346","1,397",2.02,2.47
2023,2,County,Illinois,"Pulaski County, Illinois",Local Government,"10 Total, all industries",,15,603,589,616,"7,003,602",894,5.43,6.30
2023,2,County,Illinois,"Pulaski County, Illinois",Private,"10 Total, all industries",,83,539,547,559,"4,900,916",688,0.53,0.45
2023,2,County,Illinois,"Pulaski County, Illinois",Private,101 Goods-producing,,17,123,123,126,"1,342,651",833,0.69,0.65
2023,2,County,Illinois,"Pulaski County, Illinois",Private,1011 Natural resources and mining,,10,69,68,71,"794,479",881,4.59,5.44
2023,2,County,Illinois,"Pulaski County, Illinois",Private,1012 Construction,N,2,0,0,0,0,0,0.00,0.00
2023,2,County,Illinois,"Pulaski County, Illinois",Private,1013 Manufacturing,N,5,0,0,0,0,0,0.00,0.00
2023,2,County,Illinois,"Pulaski County, Illinois",Private,102 Service-providing,,66,416,424,433,"3,558,265",645,0.50,0.40
2023,2,County,Illinois,"Pulaski County, Illinois",Private,"1021 Trade, transportation, and utilities",,27,205,212,212,"2,241,565",822,0.94,1.13
2023,2,County,Illinois,"Pulaski County, Illinois",Private,1023 Financial activities,,4,27,27,28,"275,126",774,0.40,0.26
2023,2,County,Illinois,"Pulaski County, Illinois",Private,1024 Professional and business services,,6,27,27,25,"250,948",733,0.14,0.10
2023,2,County,Illinois,"Pulaski County, Illinois",Private,1025 Education and health services,,8,47,47,47,"232,510",381,0.24,0.13
2023,2,County,Illinois,"Pulaski County, Illinois",Private,1026 Leisure and hospitality,,9,52,52,59,"172,603",244,0.44,0.28
2023,2,County,Illinois,"Pulaski County, Illinois",Private,1027 Other services,,12,58,59,62,"385,513",497,1.69,1.42
2023,2,County,Illinois,"Putnam County, Illinois",Total Covered,"10 Total, all industries",,171,"1,896","1,947","2,012","28,334,674","1,117",1.00,1.00
2023,2,County,Illinois,"Putnam County, Illinois",Federal Government,"10 Total, all industries",,7,11,11,11,"137,422",961,0.29,0.18
2023,2,County,Illinois,"Putnam County, Illinois",Local Government,"10 Total, all industries",,20,286,290,308,"2,418,160",631,1.65,0.98
2023,2,County,Illinois,"Putnam County, Illinois",Private,"10 Total, all industries",,144,"1,599","1,646","1,693","25,779,092","1,205",0.98,1.07
2023,2,County,Illinois,"Putnam County, Illinois",Private,101 Goods-producing,,49,946,978,990,"15,452,747","1,224",3.30,3.34
2023,2,County,Illinois,"Putnam County, Illinois",Private,1011 Natural resources and mining,N,5,0,0,0,0,0,0.00,0.00
2023,2,County,Illinois,"Putnam County, Illinois",Private,1012 Construction,N,30,0,0,0,0,0,0.00,0.00
2023,2,County,Illinois,"Putnam County, Illinois",Private,1013 Manufacturing,,14,526,530,545,"9,259,798","1,335",3.23,3.41
2023,2,County,Illinois,"Putnam County, Illinois",Private,102 Service-providing,,95,653,668,703,"10,326,345","1,177",0.49,0.53
2023,2,County,Illinois,"Putnam County, Illinois",Private,"1021 Trade, transportation, and utilities",,40,333,330,340,"5,194,118","1,195",0.91,1.18
2023,2,County,Illinois,"Putnam County, Illinois",Private,1022 Information,N,1,0,0,0,0,0,0.00,0.00
2023,2,County,Illinois,"Putnam County, Illinois",Private,1023 Financial activities,,10,62,63,64,"763,226",932,0.56,0.32
2023,2,County,Illinois,"Putnam County, Illinois",Private,1024 Professional and business services,,13,130,134,139,"3,467,178","1,985",0.47,0.62
2023,2,County,Illinois,"Putnam County, Illinois",Private,1025 Education and health services,N,7,0,0,0,0,0,0.00,0.00
2023,2,County,Illinois,"Putnam County, Illinois",Private,1026 Leisure and hospitality,,16,70,82,100,"278,320",255,0.45,0.20
2023,2,County,Illinois,"Putnam County, Illinois",Private,1027 Other services,,8,27,28,30,"240,199",652,0.50,0.40
2023,2,County,Illinois,"Randolph County, Illinois",Total Covered,"10 Total, all industries",,621,"11,553","11,583","11,570","146,109,032",972,1.00,1.00
2023,2,County,Illinois,"Randolph County, Illinois",Federal Government,"10 Total, all industries",,16,99,104,100,"1,535,149","1,169",0.46,0.40
2023,2,County,Illinois,"Randolph County, Illinois",State Government,"10 Total, all industries",N,2,0,0,0,0,0,0.00,0.00
2023,2,County,Illinois,"Randolph County, Illinois",Local Government,"10 Total, all industries",N,49,0,0,0,0,0,0.00,0.00
2023,2,County,Illinois,"Randolph County, Illinois",Private,"10 Total, all industries",,554,"8,283","8,302","8,386","97,939,544",905,0.84,0.79
2023,2,County,Illinois,"Randolph County, Illinois",Private,101 Goods-producing,,127,"3,244","3,208","3,222","43,042,021","1,027",1.87,1.81
2023,2,County,Illinois,"Randolph County, Illinois",Private,1011 Natural resources and mining,,21,302,302,300,"5,682,604","1,451",2.05,3.39
2023,2,County,Illinois,"Randolph County, Illinois",Private,1012 Construction,,75,477,486,479,"7,305,802","1,169",0.79,0.90
2023,2,County,Illinois,"Randolph County, Illinois",Private,1013 Manufacturing,,31,"2,465","2,420","2,443","30,053,615",946,2.51,2.14
2023,2,County,Illinois,"Randolph County, Illinois",Private,102 Service-providing,,427,"5,039","5,094","5,164","54,897,523",828,0.63,0.54
2023,2,County,Illinois,"Randolph County, Illinois",Private,"1021 Trade, transportation, and utilities",,134,"2,207","2,222","2,239","28,330,922",980,1.05,1.25
2023,2,County,Illinois,"Randolph County, Illinois",Private,1022 Information,,9,64,64,60,"744,128",913,0.27,0.12
2023,2,County,Illinois,"Randolph County, Illinois",Private,1023 Financial activities,,45,305,305,311,"3,967,792",994,0.47,0.32
2023,2,County,Illinois,"Randolph County, Illinois",Private,1024 Professional and business services,,45,283,268,270,"2,662,132",748,0.16,0.09
2023,2,County,Illinois,"Randolph County, Illinois",Private,1025 Education and health services,,47,947,941,954,"10,700,629",869,0.52,0.52
2023,2,County,Illinois,"Randolph County, Illinois",Private,1026 Leisure and hospitality,,76,888,934,954,"4,301,582",358,0.74,0.61
2023,2,County,Illinois,"Randolph County, Illinois",Private,1027 Other services,,69,345,360,376,"4,190,338",895,1.08,1.34
2023,2,County,Illinois,"Randolph County, Illinois",Private,1029 Unclassified,,2,0,0,0,0,0,0.00,0.00
2023,2,County,Illinois,"Richland County, Illinois",Total Covered,"10 Total, all industries",,398,"5,872","5,879","5,900","64,100,050",838,1.00,1.00
2023,2,County,Illinois,"Richland County, Illinois",Federal Government,"10 Total, all industries",,11,50,47,47,"607,790",974,0.42,0.36
2023,2,County,Illinois,"Richland County, Illinois",Local Government,"10 Total, all industries",,20,780,793,755,"8,189,815",812,1.38,1.46
2023,2,County,Illinois,"Richland County, Illinois",Private,"10 Total, all industries",,367,"5,042","5,039","5,098","55,302,445",841,1.01,1.01
2023,2,County,Illinois,"Richland County, Illinois",Private,101 Goods-producing,,80,596,597,604,"7,535,798",968,0.69,0.72
2023,2,County,Illinois,"Richland County, Illinois",Private,1011 Natural resources and mining,,26,88,84,89,"1,470,919","1,301",1.19,2.00
2023,2,County,Illinois,"Richland County, Illinois",Private,1012 Construction,,34,110,115,119,"1,260,850",846,0.38,0.35
2023,2,County,Illinois,"Richland County, Illinois",Private,1013 Manufacturing,,20,398,398,396,"4,804,029",930,0.80,0.78
2023,2,County,Illinois,"Richland County, Illinois",Private,102 Service-providing,,287,"4,446","4,442","4,494","47,766,647",824,1.07,1.08
2023,2,County,Illinois,"Richland County, Illinois",Private,"1021 Trade, transportation, and utilities",,104,"2,277","2,255","2,270","26,538,904",900,2.08,2.66
2023,2,County,Illinois,"Richland County, Illinois",Private,1022 Information,,8,21,22,21,"245,674",886,0.18,0.09
2023,2,County,Illinois,"Richland County, Illinois",Private,1023 Financial activities,,23,272,279,286,"4,161,560","1,147",0.86,0.78
2023,2,County,Illinois,"Richland County, Illinois",Private,1024 Professional and business services,,34,108,108,108,"891,920",635,0.12,0.07
2023,2,County,Illinois,"Richland County, Illinois",Private,1025 Education and health services,,40,947,937,973,"11,892,508",961,1.05,1.33
2023,2,County,Illinois,"Richland County, Illinois",Private,1026 Leisure and hospitality,,39,582,600,595,"2,463,282",320,0.91,0.79
2023,2,County,Illinois,"Richland County, Illinois",Private,1027 Other services,,39,239,241,241,"1,572,799",503,1.36,1.15
2023,2,County,Illinois,"Rock Island County, Illinois",Total Covered,"10 Total, all industries",,"2,977","71,777","72,174","72,367","1,123,895,429","1,199",1.00,1.00
2023,2,County,Illinois,"Rock Island County, Illinois",Federal Government,"10 Total, all industries",,53,"4,667","4,667","4,680","113,412,396","1,868",3.40,3.85
2023,2,County,Illinois,"Rock Island County, Illinois",State Government,"10 Total, all industries",N,1,0,0,0,0,0,0.00,0.00
2023,2,County,Illinois,"Rock Island County, Illinois",Local Government,"10 Total, all industries",N,95,0,0,0,0,0,0.00,0.00
2023,2,County,Illinois,"Rock Island County, Illinois",Private,"10 Total, all industries",,"2,828","60,275","60,576","60,787","923,302,394","1,173",0.98,0.96
2023,2,County,Illinois,"Rock Island County, Illinois",Private,101 Goods-producing,,409,"13,526","13,534","13,588","227,456,053","1,291",1.26,1.24
2023,2,County,Illinois,"Rock Island County, Illinois",Private,1011 Natural resources and mining,,19,155,159,162,"2,105,079","1,021",0.18,0.16
2023,2,County,Illinois,"Rock Island County, Illinois",Private,1012 Construction,,244,"2,500","2,616","2,678","54,248,281","1,606",0.70,0.87
2023,2,County,Illinois,"Rock Island County, Illinois",Private,1013 Manufacturing,,146,"10,871","10,759","10,748","171,102,693","1,220",1.77,1.59
2023,2,County,Illinois,"Rock Island County, Illinois",Private,102 Service-providing,,"2,419","46,749","47,042","47,199","695,846,341","1,139",0.92,0.90
2023,2,County,Illinois,"Rock Island County, Illinois",Private,"1021 Trade, transportation, and utilities",,624,"16,774","16,916","17,016","322,416,037","1,467",1.27,1.84
2023,2,County,Illinois,"Rock Island County, Illinois",Private,1022 Information,,36,594,594,612,"8,877,108","1,138",0.44,0.19
2023,2,County,Illinois,"Rock Island County, Illinois",Private,1023 Financial activities,,254,"2,277","2,275","2,289","37,932,997","1,280",0.56,0.40
2023,2,County,Illinois,"Rock Island County, Illinois",Private,1024 Professional and business services,,397,"8,489","8,412","8,513","142,697,290","1,296",0.80,0.64
2023,2,County,Illinois,"Rock Island County, Illinois",Private,1025 Education and health services,,404,"10,469","10,493","10,264","130,793,838",967,0.90,0.83
2023,2,County,Illinois,"Rock Island County, Illinois",Private,1026 Leisure and hospitality,,396,"6,044","6,198","6,261","33,672,595",420,0.78,0.62
2023,2,County,Illinois,"Rock Island County, Illinois",Private,1027 Other services,,301,"2,093","2,145","2,233","19,429,317",693,1.03,0.81
2023,2,County,Illinois,"Rock Island County, Illinois",Private,1029 Unclassified,,7,9,9,11,"27,159",216,0.06,0.01
2023,2,County,Illinois,"St. Clair County, Illinois",Total Covered,"10 Total, all industries",,"4,986","88,984","89,511","90,134","1,194,931,869","1,027",1.00,1.00
2023,2,County,Illinois,"St. Clair County, Illinois",Federal Government,"10 Total, all industries",,66,"5,023","5,076","5,099","117,513,237","1,784",2.98,3.75
2023,2,County,Illinois,"St. Clair County, Illinois",State Government,"10 Total, all industries",N,2,0,0,0,0,0,0.00,0.00
2023,2,County,Illinois,"St. Clair County, Illinois",Local Government,"10 Total, all industries",N,122,0,0,0,0,0,0.00,0.00
2023,2,County,Illinois,"St. Clair County, Illinois",Private,"10 Total, all industries",,"4,796","71,976","72,320","73,283","919,411,639",975,0.95,0.90
2023,2,County,Illinois,"St. Clair County, Illinois",Private,101 Goods-producing,,685,"9,954","10,095","10,309","167,230,834","1,271",0.77,0.86
2023,2,County,Illinois,"St. Clair County, Illinois",Private,1011 Natural resources and mining,,29,473,478,491,"6,077,308",973,0.43,0.44
2023,2,County,Illinois,"St. Clair County, Illinois",Private,1012 Construction,,485,"4,693","4,812","4,964","84,407,462","1,346",1.05,1.27
2023,2,County,Illinois,"St. Clair County, Illinois",Private,1013 Manufacturing,,171,"4,788","4,805","4,854","76,746,064","1,226",0.64,0.67
2023,2,County,Illinois,"St. Clair County, Illinois",Private,102 Service-providing,,"4,111","62,022","62,225","62,974","752,180,805",927,0.99,0.91
2023,2,County,Illinois,"St. Clair County, Illinois",Private,"1021 Trade, transportation, and utilities",,"1,046","19,700","19,754","19,810","230,481,273",897,1.19,1.24
2023,2,County,Illinois,"St. Clair County, Illinois",Private,1022 Information,,50,621,625,627,"18,012,223","2,219",0.36,0.37
2023,2,County,Illinois,"St. Clair County, Illinois",Private,1023 Financial activities,,440,"2,428","2,403","2,426","38,660,474","1,229",0.47,0.39
2023,2,County,Illinois,"St. Clair County, Illinois",Private,1024 Professional and business services,,811,"10,016","9,981","10,067","181,210,759","1,391",0.76,0.77
2023,2,County,Illinois,"St. Clair County, Illinois",Private,1025 Education and health services,,648,"14,522","14,446","14,671","187,523,833",992,1.03,1.12
2023,2,County,Illinois,"St. Clair County, Illinois",Private,1026 Leisure and hospitality,,570,"11,217","11,464","11,646","65,969,515",443,1.17,1.14
2023,2,County,Illinois,"St. Clair County, Illinois",Private,1027 Other services,,543,"3,513","3,547","3,722","30,268,778",648,1.38,1.18
2023,2,County,Illinois,"St. Clair County, Illinois",Private,1029 Unclassified,,3,5,5,5,"53,950",830,0.02,0.02
2023,2,County,Illinois,"Saline County, Illinois",Total Covered,"10 Total, all industries",,501,"8,219","8,214","7,996","88,405,668",835,1.00,1.00
2023,2,County,Illinois,"Saline County, Illinois",Federal Government,"10 Total, all industries",,10,103,101,102,"1,732,819","1,307",0.67,0.75
2023,2,County,Illinois,"Saline County, Illinois",Local Government,"10 Total, all industries",,41,"1,700","1,720","1,641","15,623,628",712,2.21,2.02
2023,2,County,Illinois,"Saline County, Illinois",Private,"10 Total, all industries",,450,"6,416","6,393","6,253","71,049,221",860,0.91,0.94
2023,2,County,Illinois,"Saline County, Illinois",Private,101 Goods-producing,,88,706,710,717,"10,347,409","1,119",0.60,0.72
2023,2,County,Illinois,"Saline County, Illinois",Private,1011 Natural resources and mining,,19,59,58,59,"944,421","1,238",0.58,0.93
2023,2,County,Illinois,"Saline County, Illinois",Private,1012 Construction,,49,361,370,367,"6,023,921","1,266",0.87,1.23
2023,2,County,Illinois,"Saline County, Illinois",Private,1013 Manufacturing,,20,286,282,291,"3,379,067",908,0.43,0.40
2023,2,County,Illinois,"Saline County, Illinois",Private,102 Service-providing,,362,"5,710","5,683","5,536","60,701,812",827,0.98,0.99
2023,2,County,Illinois,"Saline County, Illinois",Private,"1021 Trade, transportation, and utilities",,118,"1,809","1,801","1,600","17,713,367",785,1.08,1.29
2023,2,County,Illinois,"Saline County, Illinois",Private,1022 Information,,10,338,337,326,"6,083,493","1,402",2.11,1.67
2023,2,County,Illinois,"Saline County, Illinois",Private,1023 Financial activities,,45,489,487,491,"6,083,038",957,1.08,0.82
2023,2,County,Illinois,"Saline County, Illinois",Private,1024 Professional and business services,,52,291,283,282,"3,588,213",967,0.24,0.21
2023,2,County,Illinois,"Saline County, Illinois",Private,1025 Education and health services,,44,"2,019","2,015","2,071","22,949,188",867,1.65,1.85
2023,2,County,Illinois,"Saline County, Illinois",Private,1026 Leisure and hospitality,,44,599,599,596,"2,676,572",344,0.67,0.62
2023,2,County,Illinois,"Saline County, Illinois",Private,1027 Other services,,48,163,159,168,"1,591,920",750,0.70,0.84
2023,2,County,Illinois,"Saline County, Illinois",Private,1029 Unclassified,,1,2,2,2,"16,021",616,0.09,0.07
2023,2,County,Illinois,"Sangamon County, Illinois",Total Covered,"10 Total, all industries",,"4,998","128,610","128,080","129,318","2,011,089,498","1,202",1.00,1.00
2023,2,County,Illinois,"Sangamon County, Illinois",Federal Government,"10 Total, all industries",,56,"1,693","1,684","1,689","34,588,217","1,576",0.69,0.66
2023,2,County,Illinois,"Sangamon County, Illinois",State Government,"10 Total, all industries",,102,"39,042","39,120","39,578","748,634,086","1,467",10.21,11.43
2023,2,County,Illinois,"Sangamon County, Illinois",Local Government,"10 Total, all industries",,106,"9,792","9,853","9,846","124,812,953",977,0.82,0.71
2023,2,County,Illinois,"Sangamon County, Illinois",Private,"10 Total, all industries",,"4,734","78,083","77,423","78,205","1,103,054,242","1,089",0.70,0.64
2023,2,County,Illinois,"Sangamon County, Illinois",Private,101 Goods-producing,,651,"7,494","7,614","7,780","114,860,461","1,158",0.40,0.35
2023,2,County,Illinois,"Sangamon County, Illinois",Private,1011 Natural resources and mining,,70,538,522,539,"8,174,618","1,180",0.33,0.35
2023,2,County,Illinois,"Sangamon County, Illinois",Private,1012 Construction,,469,"3,420","3,557","3,728","60,627,717","1,307",0.55,0.54
2023,2,County,Illinois,"Sangamon County, Illinois",Private,1013 Manufacturing,,112,"3,536","3,535","3,513","46,058,126","1,004",0.32,0.24
2023,2,County,Illinois,"Sangamon County, Illinois",Private,102 Service-providing,,"4,083","70,589","69,809","70,425","988,193,781","1,082",0.77,0.71
2023,2,County,Illinois,"Sangamon County, Illinois",Private,"1021 Trade, transportation, and utilities",,946,"15,855","15,982","16,118","182,285,752",877,0.67,0.58
2023,2,County,Illinois,"Sangamon County, Illinois",Private,1022 Information,,83,"3,281","2,440","2,410","48,629,484","1,380",0.97,0.59
2023,2,County,Illinois,"Sangamon County, Illinois",Private,1023 Financial activities,,501,"5,239","5,105","4,987","93,666,491","1,410",0.68,0.56
2023,2,County,Illinois,"Sangamon County, Illinois",Private,1024 Professional and business services,,900,"11,125","11,014","10,954","170,906,073","1,192",0.58,0.43
2023,2,County,Illinois,"Sangamon County, Illinois",Private,1025 Education and health services,,490,"20,485","20,395","20,550","376,271,678","1,414",1.01,1.34
2023,2,County,Illinois,"Sangamon County, Illinois",Private,1026 Leisure and hospitality,,595,"10,171","10,460","10,976","61,497,858",449,0.77,0.63
2023,2,County,Illinois,"Sangamon County, Illinois",Private,1027 Other services,,553,"4,395","4,376","4,392","54,526,045",956,1.13,1.27
2023,2,County,Illinois,"Sangamon County, Illinois",Private,1029 Unclassified,,15,38,37,38,"410,400",838,0.11,0.08
2023,2,County,Illinois,"Schuyler County, Illinois",Total Covered,"10 Total, all industries",,177,"1,550","1,587","1,582","16,541,797",809,1.00,1.00
2023,2,County,Illinois,"Schuyler County, Illinois",Federal Government,"10 Total, all industries",,6,20,21,18,"213,075",833,0.60,0.49
2023,2,County,Illinois,"Schuyler County, Illinois",Local Government,"10 Total, all industries",,13,499,531,554,"4,742,993",691,3.77,3.28
2023,2,County,Illinois,"Schuyler County, Illinois",Private,"10 Total, all industries",,158,"1,031","1,035","1,010","11,585,729",869,0.74,0.82
2023,2,County,Illinois,"Schuyler County, Illinois",Private,101 Goods-producing,,44,276,278,247,"3,847,983","1,109",1.05,1.43
2023,2,County,Illinois,"Schuyler County, Illinois",Private,1011 Natural resources and mining,,18,68,66,66,"1,320,681","1,524",3.30,6.95
2023,2,County,Illinois,"Schuyler County, Illinois",Private,1012 Construction,,20,155,164,133,"2,013,528","1,028",1.60,2.19
2023,2,County,Illinois,"Schuyler County, Illinois",Private,1013 Manufacturing,,6,53,48,48,"513,774",796,0.36,0.32
2023,2,County,Illinois,"Schuyler County, Illinois",Private,102 Service-providing,,114,755,757,763,"7,737,746",785,0.68,0.68
2023,2,County,Illinois,"Schuyler County, Illinois",Private,"1021 Trade, transportation, and utilities",,38,281,287,286,"3,471,645",938,0.98,1.35
2023,2,County,Illinois,"Schuyler County, Illinois",Private,1022 Information,,3,7,7,7,"60,103",660,0.23,0.09
2023,2,County,Illinois,"Schuyler County, Illinois",Private,1023 Financial activities,,12,52,50,44,"915,220","1,447",0.49,0.66
2023,2,County,Illinois,"Schuyler County, Illinois",Private,1024 Professional and business services,,13,26,25,29,"256,290",739,0.12,0.08
2023,2,County,Illinois,"Schuyler County, Illinois",Private,1025 Education and health services,,12,162,162,162,"1,923,751",913,0.65,0.83
2023,2,County,Illinois,"Schuyler County, Illinois",Private,1026 Leisure and hospitality,,19,186,190,200,"821,937",329,1.14,1.02
2023,2,County,Illinois,"Schuyler County, Illinois",Private,1027 Other services,,16,40,35,34,"283,799",601,0.72,0.80
2023,2,County,Illinois,"Schuyler County, Illinois",Private,1029 Unclassified,,1,1,1,1,"5,001",385,0.24,0.12
2023,2,County,Illinois,"Scott County, Illinois",Total Covered,"10 Total, all industries",,98,883,901,936,"9,015,639",765,1.00,1.00
2023,2,County,Illinois,"Scott County, Illinois",Federal Government,"10 Total, all industries",,6,11,13,13,"150,540",939,0.73,0.64
2023,2,County,Illinois,"Scott County, Illinois",Local Government,"10 Total, all industries",,15,304,300,308,"2,052,854",519,3.55,2.61
2023,2,County,Illinois,"Scott County, Illinois",Private,"10 Total, all industries",,77,568,588,615,"6,812,245",888,0.77,0.88
2023,2,County,Illinois,"Scott County, Illinois",Private,101 Goods-producing,,21,209,219,230,"2,576,611",904,1.65,1.75
2023,2,County,Illinois,"Scott County, Illinois",Private,1011 Natural resources and mining,N,9,0,0,0,0,0,0.00,0.00
2023,2,County,Illinois,"Scott County, Illinois",Private,1012 Construction,,10,29,32,49,"450,629",945,1.00,0.90
2023,2,County,Illinois,"Scott County, Illinois",Private,1013 Manufacturing,N,2,0,0,0,0,0,0.00,0.00
2023,2,County,Illinois,"Scott County, Illinois",Private,102 Service-providing,,56,359,369,385,"4,235,634",878,0.58,0.68
2023,2,County,Illinois,"Scott County, Illinois",Private,"1021 Trade, transportation, and utilities",,20,197,198,208,"2,955,411","1,131",1.20,2.11
2023,2,County,Illinois,"Scott County, Illinois",Private,1022 Information,N,2,0,0,0,0,0,0.00,0.00
2023,2,County,Illinois,"Scott County, Illinois",Private,1023 Financial activities,,9,40,41,43,"490,571",913,0.81,0.65
2023,2,County,Illinois,"Scott County, Illinois",Private,1024 Professional and business services,,6,24,24,23,"158,444",515,0.17,0.09
2023,2,County,Illinois,"Scott County, Illinois",Private,1025 Education and health services,N,2,0,0,0,0,0,0.00,0.00
2023,2,County,Illinois,"Scott County, Illinois",Private,1026 Leisure and hospitality,,14,85,93,98,"362,458",303,0.95,0.83
2023,2,County,Illinois,"Scott County, Illinois",Private,1027 Other services,N,3,0,0,0,0,0,0.00,0.00
2023,2,County,Illinois,"Shelby County, Illinois",Total Covered,"10 Total, all industries",,480,"4,896","4,989","5,017","56,009,345",867,1.00,1.00
2023,2,County,Illinois,"Shelby County, Illinois",Federal Government,"10 Total, all industries",,16,85,96,96,"1,362,332","1,135",1.01,0.93
2023,2,County,Illinois,"Shelby County, Illinois",Local Government,"10 Total, all industries",,46,786,796,806,"7,139,310",690,1.73,1.46
2023,2,County,Illinois,"Shelby County, Illinois",Private,"10 Total, all industries",,418,"4,025","4,097","4,115","47,507,703",896,0.96,0.99
2023,2,County,Illinois,"Shelby County, Illinois",Private,101 Goods-producing,,98,"1,443","1,445","1,437","20,367,883","1,087",1.92,2.23
2023,2,County,Illinois,"Shelby County, Illinois",Private,1011 Natural resources and mining,,27,126,120,114,"1,299,737",833,1.80,2.02
2023,2,County,Illinois,"Shelby County, Illinois",Private,1012 Construction,,53,182,195,202,"2,259,909",901,0.77,0.73
2023,2,County,Illinois,"Shelby County, Illinois",Private,1013 Manufacturing,,18,"1,135","1,130","1,121","16,808,237","1,146",2.66,3.13
2023,2,County,Illinois,"Shelby County, Illinois",Private,102 Service-providing,,320,"2,582","2,652","2,678","27,139,820",792,0.75,0.70
2023,2,County,Illinois,"Shelby County, Illinois",Private,"1021 Trade, transportation, and utilities",,106,919,929,938,"9,106,493",754,1.01,1.04
2023,2,County,Illinois,"Shelby County, Illinois",Private,1022 Information,,6,15,16,17,"205,451",988,0.18,0.09
2023,2,County,Illinois,"Shelby County, Illinois",Private,1023 Financial activities,,36,168,166,172,"2,113,060",964,0.60,0.45
2023,2,County,Illinois,"Shelby County, Illinois",Private,1024 Professional and business services,,40,353,364,357,"7,040,098","1,513",0.48,0.64
2023,2,County,Illinois,"Shelby County, Illinois",Private,1025 Education and health services,,28,540,544,541,"5,404,173",767,0.69,0.69
2023,2,County,Illinois,"Shelby County, Illinois",Private,1026 Leisure and hospitality,,50,430,477,499,"1,908,021",313,0.90,0.70
2023,2,County,Illinois,"Shelby County, Illinois",Private,1027 Other services,,53,155,154,152,"1,342,816",672,1.01,1.12
2023,2,County,Illinois,"Shelby County, Illinois",Private,1029 Unclassified,,1,2,2,2,"19,708",758,0.15,0.14
2023,2,County,Illinois,"Stark County, Illinois",Total Covered,"10 Total, all industries",,143,"1,489","1,520","1,601","18,882,746",945,1.00,1.00
2023,2,County,Illinois,"Stark County, Illinois",Federal Government,"10 Total, all industries",,9,25,26,26,"306,616",919,0.86,0.62
2023,2,County,Illinois,"Stark County, Illinois",Local Government,"10 Total, all industries",,15,270,265,280,"2,183,269",618,1.89,1.32
2023,2,County,Illinois,"Stark County, Illinois",Private,"10 Total, all industries",,119,"1,194","1,229","1,295","16,392,861","1,017",0.94,1.02
2023,2,County,Illinois,"Stark County, Illinois",Private,101 Goods-producing,,37,553,573,599,"8,098,205","1,083",2.51,2.63
2023,2,County,Illinois,"Stark County, Illinois",Private,1011 Natural resources and mining,,12,66,72,84,"673,474",700,4.15,3.11
2023,2,County,Illinois,"Stark County, Illinois",Private,1012 Construction,,19,217,227,237,"3,241,479","1,098",2.82,3.09
2023,2,County,Illinois,"Stark County, Illinois",Private,1013 Manufacturing,,6,270,274,278,"4,183,252","1,174",2.07,2.31
2023,2,County,Illinois,"Stark County, Illinois",Private,102 Service-providing,,82,641,656,696,"8,294,656",960,0.61,0.64
2023,2,County,Illinois,"Stark County, Illinois",Private,"1021 Trade, transportation, and utilities",,36,318,319,336,"4,397,022","1,043",1.13,1.50
2023,2,County,Illinois,"Stark County, Illinois",Private,1022 Information,N,1,0,0,0,0,0,0.00,0.00
2023,2,County,Illinois,"Stark County, Illinois",Private,1023 Financial activities,,11,73,75,77,"915,598",939,0.85,0.58
2023,2,County,Illinois,"Stark County, Illinois",Private,1024 Professional and business services,,12,30,31,34,"360,947",877,0.14,0.10
2023,2,County,Illinois,"Stark County, Illinois",Private,1025 Education and health services,N,5,0,0,0,0,0,0.00,0.00
2023,2,County,Illinois,"Stark County, Illinois",Private,1026 Leisure and hospitality,,10,26,26,40,"124,159",311,0.23,0.14
2023,2,County,Illinois,"Stark County, Illinois",Private,1027 Other services,,7,55,54,56,"949,090","1,327",1.17,2.35
2023,2,County,Illinois,"Stephenson County, Illinois",Total Covered,"10 Total, all industries",,"1,041","17,158","17,324","17,723","228,949,903","1,012",1.00,1.00
2023,2,County,Illinois,"Stephenson County, Illinois",Federal Government,"10 Total, all industries",,19,122,120,128,"1,823,217","1,137",0.38,0.30
2023,2,County,Illinois,"Stephenson County, Illinois",Local Government,"10 Total, all industries",,54,"2,261","2,277","2,296","25,409,319",858,1.40,1.27
2023,2,County,Illinois,"Stephenson County, Illinois",Private,"10 Total, all industries",,968,"14,775","14,927","15,299","201,717,367","1,034",1.01,1.03
2023,2,County,Illinois,"Stephenson County, Illinois",Private,101 Goods-producing,,218,"5,153","5,305","5,468","96,633,283","1,400",2.07,2.59
2023,2,County,Illinois,"Stephenson County, Illinois",Private,1011 Natural resources and mining,,41,458,458,464,"5,469,571",915,2.07,2.08
